Qtde Declarantes,Instrução,Médicas,Bens e Direitos,ano,Municipio,UF,chave,Total Rend,Total Rend por declarante,Instrução por declarante,Médicas por declarante,Bens e Direitos por declarante
174,82236.33,78302.13,3200218.0500000003,2015,MIRAIMA,CE,2015MIRAIMACE,5955180.94,34225.17781609196,472.62258620689653,450.01224137931035,18392.05775862069
193,34070.48,119416.51000000001,24035354.339999996,2015,MIRIM DOCE,SC,2015MIRIM DOCESC,8633554.4,44733.44248704663,176.53098445595856,618.7383937823834,124535.5147150259
509,286503.92000000004,279491.52999999997,4254158.239999999,2015,MIRINZAL,MA,2015MIRINZALMA,18676639.900000002,36692.80923379175,562.8760707269156,549.0992730844794,8357.874734774066
1354,205472.31,1454297.77,394525280.90999997,2015,MISSAL,PR,2015MISSALPR,107839797.94,79645.34559822748,151.7520753323486,1074.0751624815362,291377.60776218615
1139,732677.4,1504470.07,51721732.85,2015,MISSAO VELHA,CE,2015MISSAO VELHACE,55139407.36,48410.366426690074,643.2637401229148,1320.869244951712,45409.77423178227
777,1185857.8900000001,1534063.2999999998,18857631.7,2015,MOCAJUBA,PA,2015MOCAJUBAPA,42172914.02,54276.594620334625,1526.2006306306307,1974.3414414414412,24269.796267696267
10908,6858576.16,21096033.36,2458216701.78,2015,MOCOCA,SP,2015MOCOCASP,832100355.01,76283.4942253392,628.7656912357903,1933.9964576457644,225359.06690319037
468,80882.8,348215.80000000005,106158874.52000001,2015,MODELO,SC,2015MODELOSC,27515735.67,58794.30698717949,172.82649572649575,744.0508547008546,226835.201965812
465,111016.58,491497.91,62311416.51,2015,MOEDA,MG,2015MOEDAMG,20076550.240000002,43175.37686021506,238.74533333333335,1056.984752688172,134003.04625806454
661,105751.14,569461.6900000001,72309680.44,2015,MOEMA,MG,2015MOEMAMG,34321570.08,51923.70662632375,159.9865960665658,861.5154160363087,109394.37282904689
239,122410.62,163951.62,4437974.82,2015,MOGEIRO,PB,2015MOGEIROPB,9761504.42,40843.11472803348,512.1783263598327,685.9900418410041,18568.93230125523
26132,21933171.23,43716889.4,3802914425.2999997,2015,MOGI GUACU,SP,2015MOGI GUACUSP,1682110071.62,64369.740992652674,839.3223339200979,1672.9255089545384,145527.10949410681
77272,68761419.64999999,170025061.12,14686040566.650002,2015,MOGI DAS CRUZES,SP,2015MOGI DAS CRUZESSP,6207305371.09,80330.59026672017,889.8620412309763,2200.34502950616,190056.4313936484
19074,14888754.049999999,37481067.15,4886289414.160001,2015,MOGI,SP,2015MOGISP,1608084700.09,84307.68061707035,780.5784864213065,1965.0344526580686,256175.391326413
113,51774.2,270295.65,15098352.49,2015,MOIPORA,GO,2015MOIPORAGO,5528057.509999999,48920.862920353975,458.17876106194694,2391.996902654867,133613.73884955753
518,226242.42,389467.96,77344092.33,2015,MOITA BONITA,SE,2015MOITA BONITASE,24814497.189999998,47904.43472972972,436.7614285714286,751.8686486486487,149312.91955598455
1987,1760015.0999999999,2389609.6,90796929.03999999,2015,MOJU,PA,2015MOJUPA,89974206.13999999,45281.432380473074,885.7650226472068,1202.6218419728234,45695.485173628585
392,210638.73,369065.77,8340105.67,2015,MOJUI DOS CAMPOS,PA,2015MOJUI DOS CAMPOSPA,19158038.84,48872.54806122449,537.3436989795917,941.4943112244898,21275.779770408164
1463,727018.59,1205036.35,38014775.99,2015,MOMBACA,CE,2015MOMBACACE,45356613.6,31002.469993164734,496.93683526999314,823.6748803827752,25984.125762132608
338,19765.96,383448.53,44404219.050000004,2015,MOMBUCA,SP,2015MOMBUCASP,19440771.489999995,57517.07541420117,58.47917159763313,1134.4631065088759,131373.42914201182
954,181580.25,817105.3,370175641.14000005,2015,MONDAI,SC,2015MONDAISC,160478465.01,168216.4203459119,190.3356918238994,856.5045073375263,388024.78106918244
7466,3253620.92,9856408.64,722840301.1600001,2015,MONGAGUA,SP,2015MONGAGUASP,415073485.50999993,55595.16280605411,435.79171175997857,1320.1726011251003,96817.61333511923
77,15746.0,69204.90999999999,3481154.99,2015,MONJOLOS,MG,2015MONJOLOSMG,3933579.28,51085.445194805194,204.4935064935065,898.7650649350649,45209.80506493507
290,54657.020000000004,300544.94999999995,7040312.03,2015,MONSENHOR GIL,PI,2015MONSENHOR GILPI,12743489.78,43943.06820689655,188.47248275862069,1036.3618965517242,24276.93803448276
230,98330.72,217884.34,8507725.879999999,2015,MONSENHOR HIPOLITO,PI,2015MONSENHOR HIPOLITOPI,9677401.77,42075.659869565214,427.5248695652174,947.3232173913044,36990.11252173912
670,215191.44,762533.75,94792019.37,2015,MONSENHOR PAULO,MG,2015MONSENHOR PAULOMG,39854563.85000001,59484.423656716426,321.1812537313433,1138.1100746268658,141480.62592537314
451,113233.72,212816.67,15204349.19,2015,MONSENHOR TABOSA,CE,2015MONSENHOR TABOSACE,16842183.439999998,37344.08745011086,251.07254988913522,471.8773170731708,33712.52592017739
180,35170.25,113594.09,2451676.59,2015,MONTADAS,PB,2015MONTADASPB,6550101.01,36389.45005555556,195.39027777777778,631.0782777777778,13620.4255
761,210114.35,638991.25,89872474.88,2015,MONTALVANIA,MG,2015MONTALVANIAMG,34621808.0,45495.14848883049,276.1029566360052,839.6731274638634,118097.86449408672
1588,801676.47,2042614.95,201048503.07999998,2015,MONTANHA,ES,2015MONTANHAES,88843734.72,55946.93622166247,504.83404911838784,1286.2814546599498,126604.85080604533
329,114689.86,350356.49000000005,11692470.12,2015,MONTANHAS,RN,2015MONTANHASRN,16788412.5,51028.609422492395,348.6013981762918,1064.9133434650457,35539.42285714286
154,32053.5,265483.64,36904630.35,2015,MONTAURI,RS,2015MONTAURIRS,12968284.94,84209.64246753247,208.1396103896104,1723.9197402597404,239640.45681818185
2818,1456326.29,3451607.2,105655611.16,2015,MONTE ALEGRE,PA,2015MONTE ALEGREPA,134374629.79,47684.3966607523,516.79428317956,1224.8428672817602,37493.119645138395
623,330614.46,562259.14,20194839.430000003,2015,MONTE ALEGRE,RN,2015MONTE ALEGRERN,34189372.4,54878.607383627605,530.6813162118781,902.5026324237559,32415.47260032103
254,101084.15,586933.25,18802958.59,2015,MONTE ALEGRE DE GOIAS,GO,2015MONTE ALEGRE DE GOIASGO,14357920.789999997,56527.2472047244,397.96909448818894,2310.7608267716537,74027.39602362204
1882,452130.86000000004,1260718.9400000002,290001783.98,2015,MONTE ALEGRE DE MINAS,MG,2015MONTE ALEGRE DE MINASMG,105028565.29000002,55806.88910201914,240.23956429330502,669.8825398512221,154092.34005313498
449,240296.52000000002,320582.54000000004,19689357.42,2015,MONTE ALEGRE DE SERGIPE,SE,2015MONTE ALEGRE DE SERGIPESE,20943763.2,46645.352338530065,535.1815590200446,713.992293986637,43851.57554565702
361,131955.85,256257.27999999997,7910070.97,2015,MONTE ALEGRE DO PIAUI,PI,2015MONTE ALEGRE DO PIAUIPI,14438992.7,39997.20969529086,365.5286703601108,709.8539612188365,21911.553933518004
1096,264369.07,1953308.08,344902210.29999995,2015,MONTE ALEGRE DO SUL,SP,2015MONTE ALEGRE DO SULSP,96353445.81,87913.72792883212,241.21265510948905,1782.215401459854,314691.7977189781
78,3561.5,29577.75,13159878.17,2015,MONTE ALEGRE DOS CAMPOS,RS,2015MONTE ALEGRE DOS CAMPOSRS,4908596.380000001,62930.722820512834,45.66025641025641,379.2019230769231,168716.3867948718
7778,2711175.7800000003,8362131.2700000005,2457733779.92,2015,MONTE ALTO,SP,2015MONTE ALTOSP,655271366.15,84246.76859732579,348.56978400617123,1075.1004461301109,315985.3149807148
4373,1433792.43,6224403.62,837667272.6099999,2015,MONTE APRAZIVEL,SP,2015MONTE APRAZIVELSP,306441808.53000003,70075.87663617653,327.87386919734735,1423.3715115481364,191554.37288131716
1390,476796.26,945981.9900000001,74838008.57,2015,MONTE AZUL,MG,2015MONTE AZULMG,57716117.589999996,41522.38675539568,343.018892086331,680.5625827338131,53840.2939352518
2751,1088031.74,5150310.9,1215069404.02,2015,MONTE AZUL PAULISTA,SP,2015MONTE AZUL PAULISTASP,313129120.9,113823.74442021083,395.50408578698654,1872.1595419847329,441682.8077135587
893,268532.66,940314.0599999999,221854037.82999998,2015,MONTE BELO,MG,2015MONTE BELOMG,81163300.49000001,90888.35441209408,300.7084658454647,1052.9832698768196,248436.7724860022
295,76800.16,537914.03,60116222.8,2015,MONTE BELO DO SUL,RS,2015MONTE BELO DO SULRS,18437715.62,62500.73091525425,260.33952542372884,1823.4373898305087,203783.8061016949
546,169185.77000000002,338411.26,51871560.36000001,2015,MONTE CARLO,SC,2015MONTE CARLOSC,24982338.229999997,45755.19822344322,309.8640476190476,619.8008424908425,95002.8578021978
5161,1857247.27,5289580.8100000005,868718588.1099999,2015,MONTE CARMELO,MG,2015MONTE CARMELOMG,368597464.97,71419.77620034877,359.8619007944197,1024.9139333462508,168323.69465413678
557,104037.43,350932.86,67439701.81,2015,MONTE CASTELO,SC,2015MONTE CASTELOSC,32252523.14,57903.99127468582,186.78174147217237,630.0410412926392,121076.66393177738
404,60432.64,223124.74,38614282.31,2015,MONTE CASTELO,SP,2015MONTE CASTELOSP,25329824.23,62697.58472772277,149.58574257425744,552.2889603960396,95579.9067079208
103,32459.69,40201.64,1384694.96,2015,MONTE FORMOSO,MG,2015MONTE FORMOSOMG,3225219.3300000005,31312.80902912622,315.14262135922326,390.3071844660194,13443.640388349515
151,38564.0,15691.090000000002,2662359.72,2015,MONTE HOREBE,PB,2015MONTE HOREBEPB,4233189.840000001,28034.36980132451,255.3907284768212,103.91450331125829,17631.521324503312
7007,5588220.71,10646887.52,860249053.8299999,2015,MONTE MOR,SP,2015MONTE MORSP,437218500.66,62397.38842015128,797.5197245611531,1519.4644669616098,122769.9520236906
884,291098.57,775908.12,148871042.71,2015,MONTE NEGRO,RO,2015MONTE NEGRORO,51961858.71999999,58780.38316742081,329.2970248868778,877.7241176470588,168406.15691176473
1091,352254.48,1119765.57,44668800.489999995,2015,MONTE SANTO,BA,2015MONTE SANTOBA,56732363.57,52000.3332447296,322.87303391384046,1026.366241979835,40942.988533455544
2025,865807.03,3334568.3400000003,584872360.7300001,2015,MONTE SANTO DE MINAS,MG,2015MONTE SANTO DE MINASMG,204796474.65,101134.06155555556,427.5590271604938,1646.7004148148148,288825.8571506173
73,57306.740000000005,53626.45,8077060.43,2015,MONTE SANTO DO TOCANTINS,TO,2015MONTE SANTO DO TOCANTINSTO,2630942.9800000004,36040.31479452055,785.0238356164384,734.608904109589,110644.66342465753
2349,431849.32999999996,2343512.67,538200556.32,2015,MONTE SIAO,MG,2015MONTE SIAOMG,132441459.56,56382.060263942105,183.8439037888463,997.6639719029374,229119.01077905495
80,21304.34,27675.3,2554776.19,2015,MONTE DAS GAMELEIRAS,RN,2015MONTE DAS GAMELEIRASRN,6569120.640000001,82114.008,266.30425,345.94124999999997,31934.702374999997
208,146920.45,290445.36,22249819.330000002,2015,MONTE DO CARMO,TO,2015MONTE DO CARMOTO,9518591.87,45762.46091346154,706.3483173076924,1396.371923076923,106970.28524038463
1402,761687.1699999999,1338623.46,100719306.43,2015,MONTEIRO,PB,2015MONTEIROPB,74267844.13000001,52972.78468616264,543.2861412268188,954.7956205420827,71839.7335449358
352,108799.3,698783.13,38434433.089999996,2015,MONTEIRO LOBATO,SP,2015MONTEIRO LOBATOSP,18055850.3,51295.02926136364,309.0889204545454,1985.1793465909093,109188.73036931819
156,170636.11000000002,124700.90000000001,2889219.89,2015,MONTEIROPOLIS,AL,2015MONTEIROPOLISAL,6085209.7,39007.75448717949,1093.821217948718,799.3647435897436,18520.640320512823
11179,5968972.57,16074597.579999998,2493428270.8599997,2015,MONTENEGRO,RS,2015MONTENEGRORS,939090005.7499999,84004.83100008944,533.9451265766169,1437.9280418642095,223045.7349369353
205,80713.79,233802.55,8468681.12,2015,MONTES ALTOS,MA,2015MONTES ALTOSMA,8722184.98,42547.243804878046,393.72580487804873,1140.500243902439,41310.639609756094
48260,41885269.71,76342869.84,6757255108.9,2015,MONTES CLAROS,MG,2015MONTES CLAROSMG,3570439940.79,73983.421897845,867.9086139660175,1581.9077878159967,140017.71879196021
824,581595.57,949488.25,94350615.11,2015,MONTES CLAROS DE GOIAS,GO,2015MONTES CLAROS DE GOIASGO,46789286.83,56783.11508495145,705.8198665048543,1152.2915655339807,114503.17367718447
199,17953.5,27663.68,7352618.89,2015,MONTEZUMA,MG,2015MONTEZUMAMG,7442359.29,37398.790402010054,90.21859296482413,139.01346733668342,36947.83361809045
1660,1088428.79,2454272.71,275513320.54,2015,MONTIVIDIU,GO,2015MONTIVIDIUGO,112445162.66,67738.04979518072,655.6799939759036,1478.4775361445784,165971.8798433735
187,97803.34,199552.69,19402589.43,2015,MONTIVIDIU DO NORTE,GO,2015MONTIVIDIU DO NORTEGO,8810277.75,47113.78475935829,523.012513368984,1067.1266844919785,103757.16272727273
413,199764.71000000002,157873.03999999998,6929763.109999999,2015,MONCAO,MA,2015MONCAOMA,15449047.209999997,37406.89397094431,483.69179176755455,382.2591767554479,16779.087433414043
371,73150.3,310528.5,35796888.13,2015,MONCOES,SP,2015MONCOESSP,17334493.85,46723.70309973046,197.17061994609165,837.0040431266847,96487.56908355794
2205,2072671.5000000002,2703633.85,103964875.69999999,2015,MORADA NOVA,CE,2015MORADA NOVACE,102866878.72999999,46651.64568253968,939.9870748299321,1226.137800453515,47149.60349206349
581,115747.79000000001,572500.3400000001,92131289.3,2015,MORADA NOVA DE MINAS,MG,2015MORADA NOVA DE MINASMG,34393758.050000004,59197.51815834768,199.221669535284,985.3706368330465,158573.64767641996
152,116850.76,95423.62,5873817.47,2015,MORAUJO,CE,2015MORAUJOCE,6791953.35,44683.903618421056,768.755,627.7869736842105,38643.5359868421
411,157943.18,351653.69,3867939.29,2015,MOREILANDIA,PE,2015MOREILANDIAPE,16022354.42,38983.830705596105,384.2899756690997,855.6050851581509,9411.044501216546
845,266767.3,698301.3099999999,158078916.70999998,2015,MOREIRA SALES,PR,2015MOREIRA SALESPR,48553085.98,57459.27334911242,315.70094674556213,826.3920828402366,187075.64107692306
2998,2354527.75,8351659.010000001,79894244.25999999,2015,MORENO,PE,2015MORENOPE,160178238.67,53428.36513342228,785.3661607738492,2785.743498999333,26649.180873915942
325,54360.23,350306.73000000004,42837325.989999995,2015,MORMACO,RS,2015MORMACORS,15888095.96,48886.449107692315,167.26224615384618,1077.8668615384615,131807.15689230768
165,44980.5,145750.53,9008373.77,2015,MORPARA,BA,2015MORPARABA,6911488.879999999,41887.811393939395,272.6090909090909,883.3365454545454,54596.20466666667
2101,691832.39,2448147.04,219495323.54,2015,MORRETES,PR,2015MORRETESPR,110856899.05,52763.8738933841,329.28719181342217,1165.2294336030461,104471.83414564493
515,162884.04,246767.62,13872234.09,2015,MORRINHOS,CE,2015MORRINHOSCE,16941634.49,32896.37765048543,316.27968932038834,479.16042718446596,26936.376873786405
5685,3451051.1199999996,11003054.03,900417078.82,2015,MORRINHOS,GO,2015MORRINHOSGO,381788157.82,67157.10779595427,607.0450518909411,1935.4536552330694,158384.7104344767
265,53138.810000000005,396241.41000000003,40573793.67,2015,MORRINHOS DO SUL,RS,2015MORRINHOS DO SULRS,13895742.209999999,52436.76305660378,200.52381132075473,1495.250603773585,153108.6553584906
4473,1869502.55,5842659.140000001,1398298535.98,2015,MORRO AGUDO,SP,2015MORRO AGUDOSP,354337551.36,79216.97995975855,417.9527274759669,1306.205933378046,312608.6599552873
131,43019.94,255204.94,15559234.410000002,2015,MORRO AGUDO DE GOIAS,GO,2015MORRO AGUDO DE GOIASGO,6346100.06,48443.51190839694,328.3964885496183,1948.129312977099,118772.78175572521
107,0.0,16127.389999999998,442835.86,2015,MORRO CABECA NO TEMPO,PI,2015MORRO CABECA NO TEMPOPI,2984501.37,27892.536168224302,0.0,150.72327102803737,4138.652897196262
325,44004.5,185690.84999999998,48400741.41,2015,MORRO GRANDE,SC,2015MORRO GRANDESC,16631817.389999999,51174.82273846154,135.39846153846153,571.3564615384615,148925.35818461535
479,93868.03,411268.58999999997,116891808.81,2015,MORRO REDONDO,RS,2015MORRO REDONDORS,37571999.480000004,78438.41227557411,195.96665970772443,858.5983089770355,244033.00377870564
876,218123.03,779806.78,176463203.95000002,2015,MORRO REUTER,RS,2015MORRO REUTERRS,66355833.99000001,75748.66893835618,248.9988926940639,890.1903881278539,201442.0136415525
2125,609234.21,1726687.85,332155270.49,2015,MORRO DA FUMACA,SC,2015MORRO DA FUMACASC,101710840.16,47863.92478117647,286.6984517647059,812.5589882352941,156308.36258352944
86,39015.0,37716.689999999995,9084325.97,2015,MORRO DA GARCA,MG,2015MORRO DA GARCAMG,4746930.77,55196.86941860465,453.66279069767444,438.5661627906976,105631.6973255814
1235,857000.4500000001,2187863.92,46368168.44,2015,MORRO DO CHAPEU,BA,2015MORRO DO CHAPEUBA,60833447.61,49257.852315789474,693.9274898785426,1771.549732793522,37545.07565991903
127,46126.5,38595.42,1307874.53,2015,MORRO DO CHAPEU DO PIAUI,PI,2015MORRO DO CHAPEU DO PIAUIPI,3649466.65,28735.95787401575,363.2007874015748,303.90094488188976,10298.224645669292
161,35189.83,111891.39,14231330.42,2015,MORRO DO PILAR,MG,2015MORRO DO PILARMG,7697340.12,47809.56596273292,218.57037267080744,694.9775776397515,88393.35664596272
399,323893.55,328456.15,3995125.41,2015,MORROS,MA,2015MORROSMA,15987164.159999998,40068.08060150375,811.7632832080201,823.1983709273183,10012.845639097744
335,81729.31,380030.85,10624508.61,2015,MORTUGABA,BA,2015MORTUGABABA,12441966.76,37140.199283582086,243.9680895522388,1134.4204477611938,31714.951074626864
1423,693996.51,2126329.1199999996,408969404.66,2015,MORUNGABA,SP,2015MORUNGABASP,116510853.01,81876.91708362615,487.69958538299363,1494.2579901616302,287399.44108222064
29598,25741519.92,40674206.769999996,3549138513.75,2015,MOSSORO,RN,2015MOSSORORN,2267257105.4300003,76601.69962260964,869.7047070748024,1374.221459895939,119911.43029089805
392,163307.83,879938.95,59267634.42,2015,MOSSAMEDES,GO,2015MOSSAMEDESGO,23442969.17,59803.49278061225,416.6016071428571,2244.742219387755,151192.9449489796
1270,215922.83000000002,1424996.69,205551740.73999998,2015,MOSTARDAS,RS,2015MOSTARDASRS,68873599.0,54231.18031496063,170.01797637795275,1122.0446377952755,161851.76436220473
589,82082.52,453960.94999999995,83649514.33,2015,MOTUCA,SP,2015MOTUCASP,32974839.029999997,55984.4465704584,139.359117147708,770.7316638370119,142019.54894736843
1269,457036.0,1676069.22,168916753.07,2015,MOZARLANDIA,GO,2015MOZARLANDIAGO,63487207.3,50029.32017336485,360.1544523246651,1320.7795271867612,133110.12850275807
482,329999.75999999995,742389.27,7597509.859999999,2015,MUANA,PA,2015MUANAPA,25047413.22,51965.58759336099,684.646804979253,1540.2267012448133,15762.46858921162
803,302393.11000000004,479375.07,11352381.25,2015,MUCAJAI,RR,2015MUCAJAIRR,39628096.79,49350.058268991284,376.57921544209216,596.9801618929016,14137.461083437112
442,390303.97,370670.4,22711096.98,2015,MUCAMBO,CE,2015MUCAMBOCE,19196246.45,43430.42183257918,883.0406561085973,838.620814479638,51382.57235294118
559,225399.78,1065426.81,178324199.56,2015,MUCUGE,BA,2015MUCUGEBA,55480774.23,99250.04334525939,403.21964221824686,1905.9513595706617,319005.7237209303
2906,3222387.2,3680188.1,216479814.06999996,2015,MUCURI,BA,2015MUCURIBA,180097169.24999997,61974.24956985546,1108.8737783895388,1266.4102202339986,74494.08605299379
305,117341.4,262552.07,21100835.400000002,2015,MUCURICI,ES,2015MUCURICIES,14613185.11,47912.082327868855,384.7259016393443,860.8264590163935,69183.0668852459
