Qtde Declarantes,Instrução,Médicas,Bens e Direitos,ano,Municipio,UF,chave,Total Rend,Total Rend por declarante,Instrução por declarante,Médicas por declarante,Bens e Direitos por declarante
205,118638.7,104486.98,14828184.34,2017,ITAVERAVA,MG,2017ITAVERAVAMG,9839344.749999998,47996.80365853658,578.7253658536586,509.69258536585363,72332.60653658537
2559,985019.98,2194924.63,414093570.52,2017,ITAI,SP,2017ITAISP,187438247.71000004,73246.67749511529,384.9237905431809,857.72748339195,161818.51134036732
683,391408.63999999996,711706.4199999999,24745879.2,2017,ITAIBA,PE,2017ITAIBAPE,33652323.199999996,49271.33704245974,573.0726793557833,1042.029897510981,36231.155490483165
214,52350.27,125665.90999999999,18558870.88,2017,ITAOCA,SP,2017ITAOCASP,10406914.4,48630.44112149532,244.62742990654203,587.2238785046728,86723.69570093458
296,83103.22,210353.66,10059965.510000002,2017,ITAU,RN,2017ITAURN,15114910.24,51063.88594594595,280.75412162162166,710.6542567567567,33986.36996621622
1914,1827602.0,3798382.4,243382969.61000004,2017,ITAU DE MINAS,MG,2017ITAU DE MINASMG,131144173.21,68518.3768077325,954.8599791013585,1984.5258098223615,127159.33626436784
522,170316.66,683891.0299999999,127046367.68,2017,ITAUBA,MT,2017ITAUBAMT,34922674.96,66901.67616858237,326.27712643678166,1310.136072796935,243383.8461302682
14043,9529537.62,23178230.889999997,8372453434.040001,2017,ITAUNA,MG,2017ITAUNAMG,1965240683.4800003,139944.50498326568,678.5969963682973,1650.5184711244035,596201.198749555
282,108019.34000000001,143613.72,27586041.84,2017,ITAUNA DO SUL,PR,2017ITAUNA DO SULPR,16540844.4,58655.47659574469,383.047304964539,509.2685106382979,97822.84340425531
459,98397.08,399204.44,18535755.919999998,2017,ITINGA,MG,2017ITINGAMG,23234762.41,50620.397407407414,214.37272331154682,869.7264488017429,40382.910501089325
1269,655114.0399999999,1066029.1900000002,102822684.92,2017,ITINGA DO MARANHAO,MA,2017ITINGA DO MARANHAOMA,59518342.730000004,46901.767320724975,516.244318360914,840.054523246651,81026.54446020488
1491,451911.61000000004,1526056.37,188438515.52,2017,ITIQUIRA,MT,2017ITIQUIRAMT,80098067.85000001,53721.038128772634,303.09296445338697,1023.5119852448022,126383.98089872568
1974,603781.8,3225591.1300000004,285566783.71999997,2017,ITIRAPINA,SP,2017ITIRAPINASP,129711044.29000002,65709.7488804458,305.86717325227966,1634.0380597771025,144664.02417426545
369,124960.83,600592.85,46466262.25,2017,ITIRAPUA,SP,2017ITIRAPUASP,22252496.12,60304.86753387534,338.6472357723577,1627.6228997289973,125924.82994579946
490,227533.18,937434.65,27987865.889999997,2017,ITIRUCU,BA,2017ITIRUCUBA,25921833.97,52901.70197959183,464.3534285714286,1913.1319387755102,57118.093653061216
953,1041145.33,1587349.85,47070241.64,2017,ITIUBA,BA,2017ITIUBABA,54534554.50999999,57224.0865792235,1092.4924763903462,1665.6346799580274,49391.649150052464
838,682363.1,1657084.2,105996946.74,2017,ITOBI,SP,2017ITOBISP,53853214.65999999,64263.97930787589,814.2757756563246,1977.427446300716,126488.00326968973
954,473183.6,1732390.56,77086124.88,2017,ITORORO,BA,2017ITOROROBA,48799624.65,51152.6463836478,495.9995807127882,1815.9230188679244,80803.06591194968
32691,17120431.29,70669654.92,42182196716.13999,2017,ITU,SP,2017ITUSP,4221418286.0099998,129130.90104340644,523.704728824447,2161.746502707167,1290330.571598911
707,288152.58999999997,972756.89,51105589.699999996,2017,ITUACU,BA,2017ITUACUBA,32964523.52,46625.91728429986,407.5708486562942,1375.8937623762376,72285.13394625176
1173,791459.83,2030378.4600000002,88115286.05000001,2017,ITUBERA,BA,2017ITUBERABA,64108271.17000001,54653.257604433085,674.7313128729753,1730.927928388747,75119.59595055414
299,63390.619999999995,298590.16,42026337.150000006,2017,ITUETA,MG,2017ITUETAMG,16860515.79,56389.68491638796,212.008762541806,998.6292976588628,140556.31153846154
13783,9246666.129999999,31417963.75,3216478015.7100005,2017,ITUIUTABA,MG,2017ITUIUTABAMG,1261885744.06,91553.77958789814,670.874710150185,2279.4720851773923,233365.59643836613
16569,14610584.58,39411679.88,3642393207.66,2017,ITUMBIARA,GO,2017ITUMBIARAGO,1403677806.58,84717.11066328686,881.8024370812964,2378.639620978937,219831.80684772768
502,246292.07,774871.47,35550473.46,2017,ITUMIRIM,MG,2017ITUMIRIMMG,29160755.610000003,58089.15460159363,490.6216533864542,1543.5686653386454,70817.67621513945
11670,7725840.800000001,21261559.009999998,2760203035.09,2017,ITUPEVA,SP,2017ITUPEVASP,994013384.96,85176.811050557,662.0257754927164,1821.898801199657,236521.25407797773
1639,901392.7000000001,2531289.05,195983693.47,2017,ITUPIRANGA,PA,2017ITUPIRANGAPA,84000615.56,51251.138230628436,549.9650396583284,1544.4106467358145,119575.16380109823
3437,1258500.65,5245204.4799999995,698953735.08,2017,ITUPORANGA,SC,2017ITUPORANGASC,251547848.94,73188.20161187081,366.16254000581904,1526.0996450392784,203361.57552516728
7415,2654801.0,9462789.799999999,1361982078.3400002,2017,ITURAMA,MG,2017ITURAMAMG,535061523.39000005,72159.34233175995,358.0311530681052,1276.168550236008,183679.309283884
254,131966.27,478108.93,39675484.66,2017,ITUTINGA,MG,2017ITUTINGAMG,17999252.580000002,70863.19913385827,519.5522440944882,1882.318622047244,156202.695511811
6661,3592054.09,13597076.18,1844455484.57,2017,ITUVERAVA,SP,2017ITUVERAVASP,686114526.5300001,103004.73300255217,539.2664900165141,2041.2965290496923,276903.6908226993
973,239993.19,1717688.33,231870807.03,2017,ITA,SC,2017ITASC,78823245.48,81010.52978417266,246.65281603288796,1765.3528571428574,238305.0431963001
7312,1917330.28,9890188.04,2980560907.35,2017,ITAPOLIS,SP,2017ITAPOLISSP,671583734.45,91846.79081646609,262.21694201312914,1352.5968326039388,407625.9446594639
317,105930.5,156327.02000000002,15046876.959999999,2017,IUIU,BA,2017IUIUBA,15859209.150000002,50029.05094637224,334.1656151419558,493.1451735015773,47466.48883280757
4109,2708676.43,8495462.58,1114768426.2,2017,IVAIPORA,PR,2017IVAIPORAPR,374757235.94,91203.99998539791,659.2057507909467,2067.525573132149,271299.2032611341
427,157853.84,784325.88,130562165.85000001,2017,IVATUBA,PR,2017IVATUBAPR,39604032.269999996,92749.49009367681,369.6811241217799,1836.8287587822015,305766.1963700234
684,337897.22,1211179.2,122805164.09,2017,IVATE,PR,2017IVATEPR,49363949.87,72169.51735380117,494.00178362573104,1770.7298245614033,179539.71358187136
629,220467.53,1025392.01,117921219.25,2017,IVAI,PR,2017IVAIPR,40120414.28000001,63784.44241653419,350.50481717011127,1630.193974562798,187474.11645469
4159,3081271.88,6618628.67,710407360.8599999,2017,IVINHEMA,MS,2017IVINHEMAMS,326220389.83000004,78437.21804039433,740.8684491464295,1591.3990550613128,170812.0607982688
180,175796.5,415847.54000000004,23421256.05,2017,IVOLANDIA,GO,2017IVOLANDIAGO,10854220.709999999,60301.22616666667,976.6472222222221,2310.264111111111,130118.08916666667
271,18361.920000000002,273484.31,41430589.21,2017,IVORA,RS,2017IVORARS,15678256.58,57853.34531365313,67.75616236162362,1009.1671955719559,152880.40298892988
5389,2378170.44,8593973.81,2063540206.84,2017,IVOTI,RS,2017IVOTIRS,538647749.15,99953.19152904065,441.3008795694934,1594.7251456670997,382917.09163852286
7964,3215838.57,9711515.6,1452326373.32,2017,ICARA,SC,2017ICARASC,527514899.55000013,66237.43088272227,403.7969073329985,1219.426870919136,182361.4230688096
2553,908919.8099999999,3480470.81,386238844.2,2017,IUNA,ES,2017IUNAES,142583014.55,55849.20272228751,356.02029377203286,1363.2866470818644,151288.22726204465
65738,63256655.52,186712286.92,11006726147.95,2017,JABOATAO DOS GUARARAPES,PE,2017JABOATAO DOS GUARARAPESPE,4901207858.780001,74556.69260975388,962.2540314582129,2840.2489719796768,167433.23721363596
382,135748.37,340432.06999999995,26769208.490000002,2017,JABORANDI,BA,2017JABORANDIBA,16209123.16,42432.25958115183,355.36222513089007,891.1834293193716,70076.4620157068
905,240436.68000000002,984057.56,358060909.71000004,2017,JABORANDI,SP,2017JABORANDISP,83175804.9,91906.9667403315,265.67588950276246,1087.3564198895028,395647.41404419893
396,93099.2,521441.20000000007,100759585.0,2017,JABORA,SC,2017JABORASC,30224738.430000003,76325.09704545455,235.09898989898988,1316.7707070707072,254443.39646464647
375,189385.37,454504.53,68732071.50999999,2017,JABOTI,PR,2017JABOTIPR,26108219.569999997,69621.91885333332,505.0276533333333,1212.01208,183285.52402666665
303,100684.73999999999,337918.25,50580630.64,2017,JABOTICABA,RS,2017JABOTICABARS,17586034.32,58039.717227722766,332.2928712871287,1115.2417491749172,166932.77438943897
15741,8040549.12,42293996.87,5072260652.63,2017,JABOTICABAL,SP,2017JABOTICABALSP,1807620072.38,114835.14848993075,510.80294263388595,2686.8684880249034,322232.4282212058
1487,793711.39,2287231.8200000003,187240448.71,2017,JABOTICATUBAS,MG,2017JABOTICATUBASMG,97680875.09,65689.89582380632,533.7669065232011,1538.1518628110289,125918.25737054474
359,62222.159999999996,491238.02,18270341.81,2017,JACARACI,BA,2017JACARACIBA,16637064.200000001,46342.797214484686,173.32077994428968,1368.3510306406686,50892.3170194986
457,227725.11000000002,419764.83999999997,13929593.239999998,2017,JACARAU,PB,2017JACARAUPB,22980263.9,50285.04135667396,498.3043982494529,918.5226258205688,30480.510371991244
728,884126.3099999999,984440.9299999999,30984888.75,2017,JACAREACANGA,PA,2017JACAREACANGAPA,32153224.819999997,44166.51760989011,1214.459217032967,1352.2540247252748,42561.66037087912
5615,2753613.75,8419028.28,1119616199.76,2017,JACAREZINHO,PR,2017JACAREZINHOPR,484981741.28999996,86372.52738913623,490.403161175423,1499.3817061442562,199397.36416028495
45250,37655254.739999995,98438012.35,7744149220.51,2017,JACAREI,SP,2017JACAREISP,3596294559.5399995,79476.12286276242,832.1603257458563,2175.4256872928177,171141.41923779005
127,94644.98000000001,228435.73,8060988.38,2017,JACARE DOS HOMENS,AL,2017JACARE DOS HOMENSAL,7122491.18,56082.607716535436,745.236062992126,1798.706535433071,63472.349448818895
690,168183.5,788451.02,95921448.22999999,2017,JACI,SP,2017JACISP,42886093.79000001,62153.75911594203,243.74420289855075,1142.6826376811596,139016.59163768115
4544,2772906.52,9566698.56,747247264.4,2017,JACIARA,MT,2017JACIARAMT,369801864.98999995,81382.45268265843,610.2347095070422,2105.3473943661975,164447.02121478872
515,243927.9,535746.98,69814697.33999999,2017,JACINTO,MG,2017JACINTOMG,34909668.78,67785.76462135922,473.6464077669903,1040.2853980582524,135562.51910679613
966,177737.50999999998,1109746.6199999999,241384546.9,2017,JACINTO MACHADO,SC,2017JACINTO MACHADOSC,73628454.25,76219.93193581782,183.99328157349893,1148.8060248447202,249880.48333333334
6651,8769190.209999999,16689496.389999999,7028742156.06,2017,JACOBINA,BA,2017JACOBINABA,448425085.84000003,67422.20505788602,1318.4769523379944,2509.3213637047056,1056794.7911682455
147,71697.86,64550.75000000001,6358093.109999999,2017,JACOBINA DO PIAUI,PI,2017JACOBINA DO PIAUIPI,5896933.880000001,40115.19646258504,487.7405442176871,439.12074829931976,43252.334081632645
153,22053.9,93265.29,75311725.25,2017,JACUIZINHO,RS,2017JACUIZINHORS,11486260.58,75073.5985620915,144.14313725490197,609.5770588235295,492233.49836601305
2166,1450034.62,2453216.77,324310504.85999995,2017,JACUNDA,PA,2017JACUNDAPA,112139450.92999999,51772.59969067405,669.4527331486611,1132.6023868882733,149727.84157894735
1590,753070.66,2390134.61,260955092.86999997,2017,JACUPIRANGA,SP,2017JACUPIRANGASP,122138975.44,76816.96568553458,473.62934591194966,1503.2293144654088,164122.699918239
2625,870124.6,4144446.0300000003,621670819.5400001,2017,JACUTINGA,MG,2017JACUTINGAMG,200540490.93,76396.37749714285,331.4760380952381,1578.836582857143,236826.97887238098
528,242940.49000000002,735721.84,152271658.39,2017,JACUTINGA,RS,2017JACUTINGARS,33733820.15,63889.810890151515,460.1145643939394,1393.4125757575757,288393.29240530304
454,158482.83,682070.23,104823718.35999998,2017,JACUI,MG,2017JACUIMG,36094420.00999999,79503.12777533037,349.0811233480176,1502.357334801762,230889.24748898676
170,45689.76,54518.13,4106665.2999999993,2017,JACUIPE,AL,2017JACUIPEAL,7711370.820000001,45361.004823529416,268.76329411764704,320.69488235294114,24156.85470588235
1337,463868.02,1792063.04,330599130.81,2017,JAGUAPITA,PR,2017JAGUAPITAPR,96153246.61999999,71917.16276738967,346.9469109947644,1340.361286462229,247269.35737471952
2352,1763637.45,4739055.24,293159916.86999995,2017,JAGUAQUARA,BA,2017JAGUAQUARABA,136762888.14000002,58147.486454081634,749.8458545918367,2014.9044387755105,124642.82179846938
2564,7118863.89,7310822.08,42259935.81,2017,JAGUARARI,BA,2017JAGUARARIBA,141613931.97,55231.642734009365,2776.4679758190327,2851.3346645865836,16482.03424726989
222,143802.92,351197.02,23169729.410000004,2017,JAGUARACU,MG,2017JAGUARACUMG,12039029.18,54229.86117117117,647.7609009009009,1581.9685585585587,104368.1504954955
556,393919.21,361799.19,52259267.620000005,2017,JAGUARETAMA,CE,2017JAGUARETAMACE,24486520.61,44040.5046942446,708.4877877697843,650.7179676258993,93991.48852517986
1587,349058.94,2706695.93,260981646.35,2017,JAGUARI,RS,2017JAGUARIRS,116468764.1,73389.26534341525,219.9489224952741,1705.542488972905,164449.68264020164
4080,2588665.08,4032434.14,652043014.82,2017,JAGUARIAIVA,PR,2017JAGUARIAIVAPR,325338900.98,79739.9267107843,634.4767352941177,988.3417009803923,159814.46441666668
327,99917.01999999999,311397.75,21831825.42,2017,JAGUARIBARA,CE,2017JAGUARIBARACE,14832285.0,45358.66972477065,305.5566360856269,952.2866972477063,66763.99211009176
2079,1195208.29,2648831.02,168593653.95000002,2017,JAGUARIBE,CE,2017JAGUARIBECE,116853648.16000001,56206.66097162098,574.8957623857624,1274.0889947089947,81093.62864357865
274,226419.93,424011.86000000004,17002414.57,2017,JAGUARIPE,BA,2017JAGUARIPEBA,14570387.85,53176.59799270073,826.3501094890511,1547.4885401459856,62052.607919708025
12677,6835901.57,23721470.98,25565160680.97,2017,JAGUARIUNA,SP,2017JAGUARIUNASP,1040158419.22,82050.83373195551,539.236536246746,1871.2211864005678,2016656.9914782678
1289,821214.91,1138346.6300000001,136019408.04999998,2017,JAGUARUANA,CE,2017JAGUARUANACE,59037293.41,45800.84826221877,637.0945771916215,883.1238401861909,105523.20252133434
2043,711534.42,2518699.0300000003,248021212.54000002,2017,JAGUARUNA,SC,2017JAGUARUNASC,121923127.52000001,59678.47651492903,348.27920704845815,1232.8433822809595,121400.49561429271
3583,1126929.44,5899630.63,776296157.08,2017,JAGUARAO,RS,2017JAGUARAORS,301453316.53,84134.33338822215,314.52119452972374,1646.5617164387384,216660.94252860732
1867,588310.94,2332580.09,272835640.6,2017,JAGUARE,ES,2017JAGUAREES,123174389.35,65974.49884841993,315.1103053026245,1249.3733743974292,146135.85463310123
611,523371.27999999997,927083.46,28081758.63,2017,JAICOS,PI,2017JAICOSPI,31610064.23,51734.966006546645,856.5814729950899,1517.3215384615385,45960.32509001636
8814,3230286.7800000003,15425062.069999998,1998465524.01,2017,JALES,SP,2017JALESSP,747600373.5500001,84819.64755502611,366.4949829816202,1750.063770138416,226737.6360347175
836,324854.33,2055838.74,198747434.81,2017,JAMBEIRO,SP,2017JAMBEIROSP,76060339.25,90981.26704545454,388.5817344497608,2459.137248803828,237736.1660406699
238,80570.88,135677.17,9928150.889999999,2017,JAMPRUCA,MG,2017JAMPRUCAMG,10358514.600000001,43523.1705882353,338.5331092436975,570.0721428571429,41714.91970588235
6439,5589459.0600000005,10110083.44,805146344.55,2017,JANAUBA,MG,2017JANAUBAMG,426211117.22999996,66192.12878241962,868.063217890977,1570.132542320236,125042.14079049541
629,337891.88,1672732.86,154308115.07000002,2017,JANDAIA,GO,2017JANDAIAGO,48372220.669999994,76903.3714944356,537.1889984101748,2659.3527186009537,245322.91744038157
3491,1950439.7,5912338.76,1022423675.86,2017,JANDAIA DO SUL,PR,2017JANDAIA DO SULPR,282161583.22,80825.4320309367,558.7051561157261,1693.59460326554,292874.1552162704
258,146151.88,274629.53,23237812.4,2017,JANDAIRA,BA,2017JANDAIRABA,11089367.969999997,42982.04639534883,566.4801550387598,1064.455542635659,90069.04031007753
212,164152.82,167741.03,2965830.6999999997,2017,JANDAIRA,RN,2017JANDAIRARN,10389835.699999997,49008.65896226414,774.3057547169811,791.2312735849057,13989.767452830187
18913,15531025.469999999,34900702.06,2712963774.05,2017,JANDIRA,SP,2017JANDIRASP,1365896270.75,72219.96884418125,821.1825448104478,1845.328718870618,143444.39137365832
242,33812.81,79683.42,4177726.3099999996,2017,JANDUIS,RN,2017JANDUISRN,10207722.29,42180.67061983471,139.72235537190082,329.2703305785124,17263.33185950413
539,275974.29000000004,640065.6,27589388.15,2017,JANGADA,MT,2017JANGADAMT,28150125.35,52226.57764378479,512.0116697588127,1187.5057513914658,51186.24888682745
453,142679.35,547113.92,88982655.26,2017,JANIOPOLIS,PR,2017JANIOPOLISPR,33954094.71,74953.85145695365,314.9654525386314,1207.7569977924945,196429.7025607064
5240,2799840.15,8166815.529999999,408861824.46999997,2017,JANUARIA,MG,2017JANUARIAMG,327481396.96,62496.449801526716,534.3206393129772,1558.5525820610685,78027.06573854962
272,188001.37,247085.04,11684730.200000001,2017,JAPARATINGA,AL,2017JAPARATINGAAL,13055450.67,47997.98040441176,691.1815073529411,908.4008823529413,42958.56691176471
881,756263.4,1364279.1700000002,27045092.87,2017,JAPARATUBA,SE,2017JAPARATUBASE,52290427.910000004,59353.49365493758,858.4147559591373,1548.5575141884224,30698.175788876277
386,94045.03,352292.25,30420102.28,2017,JAPARAIBA,MG,2017JAPARAIBAMG,21860379.810000002,56633.10831606218,243.63997409326424,912.6742227979274,78808.55512953368
5593,5812723.0,9765762.47,163589433.95,2017,JAPERI,RJ,2017JAPERIRJ,301784308.72,53957.502006079034,1039.28535669587,1746.0687412837476,29248.9601197926
144,21250.29,54599.01,5766778.32,2017,JAPI,RN,2017JAPIRN,7307183.32,50744.32861111111,147.57145833333334,379.1597916666667,40047.07166666667
371,108178.33,358574.05,41756719.07,2017,JAPIRA,PR,2017JAPIRAPR,24862361.919999998,67014.45261455525,291.585795148248,966.5068733153638,112551.8034231806
397,411935.27,457049.98000000004,19947038.22,2017,JAPOATA,SE,2017JAPOATASE,22216701.0,55961.46347607053,1037.6203274559196,1151.2593954659949,50244.428765743076
213,33735.759999999995,65054.11,7828811.63,2017,JAPONVAR,MG,2017JAPONVARMG,8923021.3,41892.11877934272,158.3838497652582,305.4183568075117,36754.984178403756
220,48336.86,298534.16,28644305.38,2017,JAPORA,MS,2017JAPORAMS,13078489.07,59447.67759090909,219.71300000000002,1356.9734545454544,130201.38809090908
184,72117.57,98688.76999999999,1858992.2300000002,2017,JAPURA,AM,2017JAPURAAM,9998298.739999998,54338.58010869565,391.94331521739133,536.3520108695651,10103.21864130435
1057,179085.53,1405045.2200000002,341464820.6,2017,JAPURA,PR,2017JAPURAPR,90643664.41,85755.59546830652,169.42812677388835,1329.2764616840113,323050.9182592242
260,112914.03,327219.06,12990535.829999998,2017,JAQUEIRA,PE,2017JAQUEIRAPE,14412266.7,55431.795,434.2847307692308,1258.5348461538463,49963.59934615384
321,53533.450000000004,255288.61000000002,64888921.15,2017,JAQUIRANA,RS,2017JAQUIRANARS,18235303.430000003,56807.79884735203,166.7708722741433,795.2916199376948,202146.17180685358
370,89168.07,362505.03,46466032.37,2017,JARAGUARI,MS,2017JARAGUARIMS,21962761.04,59358.81362162162,240.9947837837838,979.7433243243242,125583.87127027026
3493,2248992.07,6065102.35,544027874.6899999,2017,JARAGUA,GO,2017JARAGUAGO,204112185.17000002,58434.63646435729,643.8568766103635,1736.35910392213,155748.03168909246
38671,25024402.779999997,66299799.35,15751078617.32,2017,JARAGUA DO SUL,SC,2017JARAGUA DO SULSC,4109596735.96,106270.76455121409,647.1103095342763,1714.4578456724678,407309.834690595
161,36836.56,148512.79,4000101.14,2017,JARAMATAIA,AL,2017JARAMATAIAAL,6337571.88,39363.80049689441,228.79850931677018,922.4396894409938,24845.348695652174
816,570310.92,1205496.59,42289723.11,2017,JARDIM,CE,2017JARDIMCE,43353410.12,53129.17906862745,698.9104411764706,1477.3242524509806,51825.64106617647
3624,1739287.07,7023254.54,780063697.8499999,2017,JARDIM,MS,2017JARDIMMS,327963560.60999995,90497.67124999998,479.9357257174393,1937.9841445916115,215249.36474889622
1169,612639.5599999999,1841352.62,239080797.09,2017,JARDIM ALEGRE,PR,2017JARDIM ALEGREPR,73602936.99000001,62962.30709153122,524.0714798973481,1575.1519418306245,204517.36278015398
115,23400.77,92736.79,18573497.73,2017,JARDIM OLINDA,PR,2017JARDIM OLINDAPR,8954547.45,77865.62999999999,203.48495652173915,806.4068695652174,161508.67591304347
73,37665.98,45421.72,1354299.1600000001,2017,JARDIM DE ANGICOS,RN,2017JARDIM DE ANGICOSRN,3743387.9200000004,51279.28657534247,515.9723287671233,622.2153424657535,18552.043287671233
525,217642.44999999998,406819.0,26242855.37,2017,JARDIM DE PIRANHAS,RN,2017JARDIM DE PIRANHASRN,27381710.41,52155.63887619048,414.55704761904764,774.8933333333333,49986.391180952385
106,20297.25,64330.77,812151.5400000002,2017,JARDIM DO MULATO,PI,2017JARDIM DO MULATOPI,4434699.88,41836.79132075472,191.48349056603774,606.8940566037735,7661.8069811320765
932,323058.81,884007.86,58790493.13,2017,JARDIM DO SERIDO,RN,2017JARDIM DO SERIDORN,50001771.199999996,53649.96909871244,346.6296244635193,948.506287553648,63079.92825107296
212,44476.04,179995.3,27944704.49,2017,JARDINOPOLIS,SC,2017JARDINOPOLISSC,9004458.17,42473.85929245283,209.79264150943396,849.0344339622642,131814.64382075472
5870,2928114.24,9880742.91,1342849516.4599998,2017,JARDINOPOLIS,SP,2017JARDINOPOLISSP,537563908.6999999,91578.17865417375,498.8269574105623,1683.2611431005112,228764.82392844974
309,9845.92,231333.25,80818693.67999999,2017,JARI,RS,2017JARIRS,16710948.270000003,54080.738737864085,31.863818770226533,748.6512944983818,261549.17048543686
4739,2539141.41,7113333.91,870691870.4,2017,JARINU,SP,2017JARINUSP,320880011.59999996,67710.48989238236,535.7968790884153,1501.0200274319477,183729.0294154885
5765,2006507.06,8371167.84,1159638556.24,2017,JARU,RO,2017JARURO,379268888.95,65788.18542064179,348.04979358196016,1452.0672749349521,201151.5275351258
1175,397034.76999999996,1264622.1099999999,129792718.51000002,2017,JATAIZINHO,PR,2017JATAIZINHOPR,62435471.87,53136.57180425532,337.9019319148936,1076.2741361702126,110461.88809361703
15172,13500178.370000001,36691899.220000006,4615269439.22,2017,JATAI,GO,2017JATAIGO,1378262744.63,90842.52205576061,889.8087509886634,2418.3956775639335,304196.50930793566
439,174373.38999999998,377619.11,16113748.73,2017,JATAUBA,PE,2017JATAUBAPE,19999439.62,45556.81006833713,397.2058997722096,860.1802050113895,36705.57797266515
451,208795.83,665035.1599999999,66765960.11000001,2017,JATEI,MS,2017JATEIMS,31564186.01,69987.10866962306,462.96192904656317,1474.5790687361418,148039.82286031044
323,170396.34,499337.52999999997,5574383.74,2017,JATI,CE,2017JATICE,13462789.29,41680.46219814241,527.5428482972136,1545.9366253869969,17258.15399380805
96,48091.5,68693.11,3206758.3600000003,2017,JATOBA,MA,2017JATOBAMA,3840502.57,40005.23510416667,500.953125,715.5532291666667,33403.732916666675
783,624686.27,1800019.37,32897760.54,2017,JATOBA,PE,2017JATOBAPE,57736698.5,73737.80140485313,797.8113282247765,2298.875312899106,42015.01984674329
79,22913.5,49468.3,951155.98,2017,JATOBA DO PIAUI,PI,2017JATOBA DO PIAUIPI,3399249.6999999997,43028.47721518987,290.04430379746833,626.1810126582278,12039.94911392405
247,77418.5,489829.82,26467165.87,2017,JAUPACI,GO,2017JAUPACIGO,11494199.969999999,46535.22255060729,313.4352226720648,1983.1166801619433,107154.51769230771
1104,195697.18,1340953.8,214182576.32,2017,JAURU,MT,2017JAURUMT,67728754.77,61348.50975543478,177.26193840579708,1214.6320652173913,194005.9568115942
237,103985.40000000001,190495.25,27377565.04,2017,JACANA,RN,2017JACANARN,11794233.309999999,49764.69751054852,438.7569620253165,803.7774261603375,115517.15206751056
1812,641045.46,1384502.17,114235561.83,2017,JAIBA,MG,2017JAIBAMG,85801136.82000001,47351.62076158941,353.77784768211916,764.0740452538631,63043.90829470198
21963,8882450.4,33640283.57,5889209259.54,2017,JAU,SP,2017JAUSP,2072658094.42,94370.44549560625,404.42791968310337,1531.6798055821153,268142.29656877473
171,32474.500000000004,76037.72,16461400.149999999,2017,JAU DO TOCANTINS,TO,2017JAU DO TOCANTINSTO,6993238.05,40896.128947368416,189.9093567251462,444.6650292397661,96265.49795321637
614,344318.43,1005446.6,60976745.910000004,2017,JECEABA,MG,2017JECEABAMG,30962604.009999998,50427.69382736157,560.7792019543974,1637.5351791530943,99310.66109120521
216,57090.41,130173.76,13620881.229999999,2017,JENIPAPO DE MINAS,MG,2017JENIPAPO DE MINASMG,9387679.4,43461.4787037037,264.3074537037037,602.6562962962963,63059.635324074065
165,64167.48999999999,118212.88,4864250.32,2017,JENIPAPO DOS VIEIRAS,MA,2017JENIPAPO DOS VIEIRASMA,5924665.14,35907.06145454545,388.89387878787875,716.441696969697,29480.304969696972
626,194361.91999999998,907953.9199999999,102624441.37,2017,JEQUERI,MG,2017JEQUERIMG,42829640.83,68417.95659744408,310.4823003194888,1450.405623003195,163936.8073003195
327,73234.43000000001,300087.67,24590973.26,2017,JEQUITAI,MG,2017JEQUITAIMG,17217929.439999998,52654.21847094801,223.958501529052,917.6992966360855,75201.75308868503
269,108764.70000000001,307015.91,39650414.690000005,2017,JEQUITIBA,MG,2017JEQUITIBAMG,17823454.910000004,66258.19669144982,404.3297397769517,1141.3230855018587,147399.31111524167
1311,1629888.32,2660753.82,115062158.25999999,2017,JEQUITINHONHA,MG,2017JEQUITINHONHAMG,96311065.25,73463.81788710908,1243.2405186880244,2029.5605034324942,87766.71110602592
225,75279.08,185555.38,4530514.41,2017,JEQUIA DA PRAIA,AL,2017JEQUIA DA PRAIAAL,10607463.09,47144.280399999996,334.57368888888885,824.6905777777778,20135.6196
14855,16639609.719999999,52234367.25,1335962267.2199998,2017,JEQUIE,BA,2017JEQUIEBA,1014989108.28,68326.42936923594,1120.1352891282395,3516.281874789633,89933.50839582631
1337,854863.6,1971636.73,67677802.09,2017,JEREMOABO,BA,2017JEREMOABOBA,74483260.87,55709.24522812267,639.3893792071801,1474.6721989528796,50619.14890800299
269,113416.79000000001,109697.76000000001,12118899.98,2017,JERICO,PB,2017JERICOPB,10681518.14,39708.245873605956,421.62375464684015,407.79836431226767,45051.67278810409
310,66137.42,433184.98,29118563.07,2017,JERIQUARA,SP,2017JERIQUARASP,18761165.73,60519.88945161291,213.34651612903227,1397.3709032258064,93930.84861290322
182,191655.7,368873.35,3647029.0399999996,2017,JERUMENHA,PI,2017JERUMENHAPI,9529555.45,52360.19478021978,1053.0532967032966,2026.776648351648,20038.621098901094
1164,272276.55,1966847.1199999999,112442288.42999999,2017,JERONIMO MONTEIRO,ES,2017JERONIMO MONTEIROES,71552921.10000001,61471.58170103093,233.91456185567012,1689.731202749141,96599.90414948452
287,30590.68,254456.68,32463343.960000005,2017,JESUANIA,MG,2017JESUANIAMG,15381644.82,53594.5812543554,106.58773519163763,886.6086411149824,113112.69672473868
1517,378650.82,1140523.57,346075606.88,2017,JESUITAS,PR,2017JESUITASPR,96488233.83,63604.63667106131,249.60502307185234,751.8283256427159,228131.58001318394
